episode,cut_point,e2e_ms,map50,reward,epsilon,ratios,bits
190,7,5465.7,0.372,0.6831,0.05,0.2927;0.7239;0.5574;0.6901;0.4996;0.4970;0.5636,8;13;11;12;10;10;11
191,5,4698.5,0.3735,0.765,0.05,0.4602;0.5556;0.5869;0.7050;0.5685,10;11;11;12;11
192,7,5189.4,0.3697,0.5772,0.05,0.3919;0.4486;0.5415;0.6378;0.4596;0.3806;0.4232,9;9;10;12;10;9;9
193,5,4505.6,0.3733,0.6083,0.05,0.4781;0.3195;0.5665;0.3482;0.5797,10;8;11;8;11
194,7,4985.2,0.3729,0.7384,0.05,0.5434;0.6085;0.4886;0.6029;0.5841;0.5678;0.7061,11;11;10;11;11;11;12
195,5,4892.2,0.3737,0.6944,0.05,0.4893;0.6577;0.5699;0.4862;0.4031,10;12;11;10;9
196,7,4901.7,0.3786,0.6036,0.05,0.5576;0.5181;0.3420;0.4845;0.5182;0.2371;0.5771,11;10;8;10;10;7;11
197,5,5307.2,0.3739,0.7971,0.05,0.4838;0.6153;0.6930;0.6997;0.4958,10;11;12;12;10
198,3,6054.3,0.3735,0.7859,0.05,0.6407;0.6019;0.5739,12;11;11
199,5,5221.5,0.3765,0.6155,0.05,0.5143;0.6713;0.2695;0.3945;0.4233,10;12;7;9;9
200,7,5109.8,0.371,0.598,0.05,0.5115;0.3320;0.4902;0.4543;0.4185;0.6443;0.5212,10;8;10;9;9;12;10
201,5,5187.7,0.3732,0.7116,0.05,0.3105;0.6411;0.5904;0.6838;0.4581,8;12;11;12;9
202,7,5165.7,0.3706,0.5603,0.05,0.4789;0.2725;0.4241;0.3817;0.5304;0.5452;0.5343,10;7;9;9;10;11;10
203,5,5315.4,0.3741,0.6342,0.05,0.5260;0.4468;0.5235;0.4438;0.4362,10;9;10;9;9
204,7,5337.3,0.3727,0.6926,0.05,0.5337;0.7057;0.4280;0.5534;0.4704;0.5058;0.6546,10;12;9;11;10;10;12
205,5,4577.3,0.37,0.6658,0.05,0.6395;0.4362;0.4873;0.5120;0.4796,12;9;10;10;10
206,3,5868.7,0.3748,0.7358,0.05,0.4607;0.5388;0.6910,10;10;12
207,10,4435.4,0.374,0.6088,0.05,0.4727;0.5965;0.5188;0.4143;0.4471;0.4110;0.4284;0.4668;0.6303;0.5590,10;11;10;9;9;9;9;10;12;11
208,1,5832.8,0.3722,0.3825,0.05,0.3270,8
209,5,4593.5,0.3745,0.7272,0.05,0.4866;0.5008;0.4713;0.5979;0.6611,10;10;10;11;12
210,7,5214.1,0.3728,0.6523,0.05,0.4902;0.4890;0.4181;0.4733;0.5166;0.6819;0.5636,10;10;9;10;10;12;11
211,5,5208.3,0.3736,0.7324,0.05,0.5711;0.6584;0.4748;0.6207;0.4235,11;12;10;11;9
212,3,5861.6,0.3727,0.6828,0.05,0.5685;0.4359;0.5843,11;9;11
213,5,5063.9,0.3746,0.7316,0.05,0.4143;0.5794;0.4935;0.8414;0.4080,9;11;10;14;9
214,7,5128.6,0.372,0.6303,0.05,0.4148;0.4282;0.5813;0.5149;0.4592;0.5516;0.5795,9;9;11;10;10;11;11
215,5,4942.2,0.3721,0.5746,0.05,0.4188;0.3761;0.4321;0.4636;0.4934,9;9;9;10;10
216,1,6145.4,0.3739,0.6111,0.05,0.5115,10
217,5,5251.1,0.363,0.5257,0.05,0.1757;0.3606;0.5663;0.5916;0.4250,6;8;11;11;9
218,3,5577.1,0.3736,0.4817,0.05,0.3957;0.3783;0.3468,9;9;8
219,5,5057.2,0.3723,0.6274,0.05,0.4023;0.5421;0.5195;0.2337;0.6796,9;11;10;7;12
220,7,5041.9,0.3752,0.6328,0.05,0.5034;0.5135;0.6715;0.6570;0.2784;0.5210;0.3299,10;10;12;12;7;10;8
221,5,4720.2,0.3693,0.6497,0.05,0.4441;0.6351;0.3988;0.5365;0.4911,9;12;9;10;10
222,6,4921.4,0.3741,0.6334,0.05,0.6391;0.3421;0.5689;0.5579;0.3517;0.5320,12;8;11;11;8;10
223,4,4702.2,0.3708,0.6832,0.05,0.3467;0.4362;0.5971;0.5369,8;9;11;10
224,1,6123.5,0.3733,0.713,0.05,0.5974,11
225,1,5933.8,0.3735,0.8037,0.05,0.6717,12
226,3,5945.7,0.3739,0.8109,0.05,0.5404;0.7056;0.6245,10;12;11
227,1,5664.8,0.3691,0.4815,0.05,0.4177,9
228,3,5930.2,0.375,0.6554,0.05,0.4850;0.4608;0.5594,10;10;11
229,3,5780.8,0.3697,0.7165,0.05,0.4540;0.4970;0.7485,9;10;13
230,6,4264.5,0.3718,0.5965,0.05,0.3240;0.4236;0.5370;0.6086;0.4747;0.4985,8;9;10;11;10;10
231,6,4933.0,0.3743,0.6274,0.05,0.5052;0.4940;0.5434;0.4618;0.3287;0.6286,10;10;11;10;8;12
232,6,5388.6,0.3699,0.5998,0.05,0.4484;0.6415;0.4372;0.3592;0.4184;0.6055,9;12;9;8;9;11
233,6,4746.0,0.375,0.6142,0.05,0.6665;0.5852;0.5394;0.2609;0.3444;0.4809,12;11;10;7;8;10
234,5,5121.4,0.3741,0.7577,0.05,0.5127;0.6864;0.6296;0.5054;0.4997,10;12;12;10;10
235,1,5743.1,0.3739,0.5718,0.05,0.4791,10
236,3,6050.7,0.3689,0.6081,0.05,0.4475;0.4962;0.5071,9;10;10
237,1,5788.8,0.3739,0.6045,0.05,0.5061,10
238,3,6098.4,0.3748,0.754,0.05,0.4719;0.5059;0.7546,10;10;13
239,10,4430.8,0.374,0.6332,0.05,0.4704;0.4835;0.5165;0.5443;0.6906;0.5190;0.4203;0.4811;0.4313;0.5952,10;10;10;11;12;10;9;10;9;11
240,3,5945.2,0.3693,0.6446,0.05,0.4348;0.6016;0.4968,9;11;10
241,3,5640.5,0.3751,0.7776,0.05,0.6690;0.4887;0.6222,12;10;11
242,3,5865.9,0.3749,0.5929,0.05,0.4655;0.3833;0.5160,10;9;10
243,5,4771.6,0.3736,0.6071,0.05,0.4061;0.4068;0.5347;0.4514;0.4870,9;9;10;9;10
244,11,4458.9,0.3721,0.5667,0.05,0.4115;0.4484;0.5547;0.6302;0.4830;0.5222;0.4020;0.3798;0.3521;0.4535;0.5103,9;9;11;12;10;10;9;9;8;9;10
245,5,5263.7,0.3746,0.7423,0.05,0.5950;0.5156;0.4635;0.7080;0.4881,11;10;10;12;10
246,3,5664.0,0.3708,0.6112,0.05,0.5629;0.3503;0.5274,11;8;10
247,5,5178.9,0.3709,0.732,0.05,0.5514;0.6295;0.6424;0.3896;0.5777,11;12;12;9;11
248,3,6103.0,0.3728,0.7142,0.05,0.6017;0.4267;0.6321,11;9;12
249,3,5702.6,0.3691,0.6794,0.05,0.3957;0.6476;0.5738,9;12;11
250,3,5635.9,0.3715,0.5616,0.05,0.3500;0.4076;0.5642,8;9;11
251,5,4796.6,0.3689,0.6121,0.05,0.3864;0.5563;0.3863;0.5101;0.5299,9;11;9;10;10
252,3,6045.5,0.3725,0.5492,0.05,0.3975;0.4296;0.4577,9;9;9
253,5,4835.7,0.3724,0.6977,0.05,0.5311;0.6373;0.3771;0.4926;0.6009,10;12;9;10;11
254,3,5864.1,0.3726,0.5862,0.05,0.4360;0.3813;0.5517,9;9;11
255,5,5118.7,0.3751,0.6702,0.05,0.5266;0.4763;0.6361;0.4578;0.3991,10;10;12;9;9
256,3,5785.3,0.3779,0.7195,0.05,0.5921;0.4848;0.5445,11;10;11
257,5,5287.4,0.3729,0.6191,0.05,0.5164;0.4764;0.4106;0.6006;0.3355,10;10;9;11;8
258,1,5945.5,0.3739,0.5636,0.05,0.4724,10
259,3,5370.0,0.3748,0.698,0.05,0.4710;0.4927;0.6407,10;10;12
260,11,4500.8,0.3718,0.6224,0.05,0.5956;0.4177;0.6391;0.2891;0.5178;0.5128;0.4674;0.7684;0.2724;0.5693;0.5833,11;9;12;7;10;10;10;13;7;11;11
261,5,5000.4,0.3724,0.6902,0.05,0.5935;0.4529;0.4816;0.5900;0.4933,11;9;10;11;10
262,3,5694.5,0.3696,0.6346,0.05,0.4382;0.5055;0.5637,9;10;11
263,5,5211.0,0.3737,0.6438,0.05,0.4583;0.6433;0.5081;0.4850;0.3239,9;12;10;10;8
264,3,6055.6,0.3723,0.6266,0.05,0.3681;0.4799;0.6176,8;10;11
265,5,5201.8,0.37,0.5519,0.05,0.4203;0.3596;0.5347;0.4484;0.3625,9;8;10;9;8
266,3,6115.0,0.3728,0.6883,0.05,0.5598;0.5588;0.4814,11;11;10
267,5,5199.3,0.3734,0.6268,0.05,0.4712;0.5347;0.5457;0.4114;0.3963,10;10;11;9;9
268,7,5159.5,0.3749,0.6557,0.05,0.5426;0.4815;0.4839;0.4002;0.5178;0.5769;0.5963,11;10;10;9;10;11;11
269,5,5231.8,0.3727,0.6928,0.05,0.4932;0.7203;0.4570;0.3858;0.5585,10;13;9;9;11
270,7,5390.7,0.3762,0.6029,0.05,0.5496;0.4667;0.4387;0.4644;0.3868;0.4687;0.5104,11;10;9;10;9;10;10
271,5,5062.5,0.3723,0.6878,0.05,0.3568;0.4973;0.6184;0.6443;0.4923,8;10;11;12;10
272,11,4395.7,0.3739,0.6468,0.05,0.4778;0.4491;0.4928;0.4579;0.4247;0.6288;0.4353;0.5799;0.7232;0.5919;0.5275,10;9;10;9;9;12;9;11;13;11;10
273,5,5215.9,0.3718,0.5756,0.05,0.3735;0.5026;0.4453;0.3384;0.5302,8;10;9;8;10
274,11,4546.4,0.3575,0.4967,0.05,0.3855;0.1381;0.4541;0.5370;0.6821;0.3736;0.5871;0.2726;0.4333;0.5344;0.5663,9;6;9;10;12;8;11;7;9;10;11
275,5,5205.8,0.3704,0.7733,0.05,0.6664;0.4175;0.5388;0.7425;0.5944,12;9;10;13;11
276,6,5324.8,0.3724,0.6128,0.05,0.5848;0.5548;0.4229;0.3748;0.5031;0.4812,11;11;9;8;10;10
277,5,5167.3,0.3739,0.5844,0.05,0.4608;0.5686;0.3749;0.4231;0.3673,10;11;8;9;8
278,1,6215.3,0.3739,0.5659,0.05,0.4743,10
279,3,5989.0,0.3712,0.6006,0.05,0.4399;0.2875;0.6872,9;7;12
280,4,4776.3,0.371,0.6642,0.05,0.5211;0.3680;0.4595;0.5115,10;8;10;10
281,5,5017.0,0.3773,0.7383,0.05,0.6231;0.5251;0.6130;0.4167;0.5312,11;10;11;9;10
282,7,5170.3,0.3763,0.6618,0.05,0.5916;0.4074;0.6538;0.5487;0.5688;0.3644;0.4648,11;9;12;11;11;8;10
283,5,5091.8,0.3752,0.6042,0.05,0.2490;0.4196;0.5025;0.5582;0.5279,7;9;10;11;10
284,3,5766.1,0.3746,0.6223,0.05,0.2541;0.5050;0.6772,7;10;12
285,4,4884.4,0.3708,0.6848,0.05,0.5850;0.4845;0.4801;0.3671,11;10;10;8
286,5,5172.7,0.3725,0.6948,0.05,0.3631;0.7340;0.5854;0.4871;0.4591,8;13;11;10;10
287,5,4845.7,0.3724,0.6325,0.05,0.4749;0.5766;0.6334;0.3003;0.4082,10;11;12;8;9
288,3,5994.3,0.3689,0.6203,0.05,0.4439;0.5293;0.5064,9;10;10
289,5,4655.4,0.373,0.6962,0.05,0.5713;0.6462;0.4149;0.4311;0.5584,11;12;9;9;11
290,7,12000.0,0.3689,0.5253,0.05,0.5147;0.2789;0.3945;0.3786;0.5311;0.6265;0.2820,10;7;9;9;10;12;7
291,5,5044.5,0.3729,0.6802,0.05,0.6033;0.3580;0.8066;0.3545;0.4421,11;8;14;8;9
292,3,5810.9,0.373,0.617,0.05,0.6955;0.2164;0.5219,12;7;10
293,22,6062.3,0.3743,0.4619,0.05,0.5453;0.3276;0.4745;0.4305;0.4417;0.3761;0.4392;0.4963;0.5237;0.4675;0.4046;0.6381;0.5034;0.5039;0.4852;0.2665;0.5332;0.4923;0.4346;0.5824;0.6178;0.5407,11;8;10;9;9;9;9;10;10;10;9;12;10;10;10;7;10;10;9;11;11;10
294,5,4926.4,0.3745,0.6433,0.05,0.5619;0.4922;0.3625;0.4862;0.5010,11;10;8;10;10
295,5,4832.0,0.3721,0.6288,0.05,0.5049;0.4874;0.4553;0.4699;0.4682,10;10;9;10;10
296,7,5145.2,0.3722,0.6396,0.05,0.3611;0.5644;0.5920;0.5275;0.5926;0.2917;0.6447,8;11;11;10;11;8;12
297,5,5160.7,0.3729,0.7103,0.05,0.5825;0.6079;0.4252;0.5747;0.4879,11;11;9;11;10
298,3,5916.8,0.3704,0.7062,0.05,0.6570;0.4254;0.5829,12;9;11
299,5,5124.5,0.3722,0.6192,0.05,0.5500;0.4319;0.5279;0.4627;0.3750,11;9;10;10;9
300,3,5926.1,0.3723,0.5997,0.05,0.3492;0.5030;0.5512,8;10;11
301,5,5011.3,0.3745,0.6807,0.05,0.5002;0.4531;0.5762;0.5018;0.5133,10;9;11;10;10
302,3,5297.2,0.3689,0.6318,0.05,0.4471;0.5197;0.5400,9;10;10
303,5,10846.9,0.3758,0.5382,0.05,0.4565;0.5068;0.4422;0.3592;0.2352,9;10;9;8;7
304,7,5376.0,0.3734,0.6934,0.05,0.4776;0.6673;0.5540;0.6388;0.6094;0.4683;0.4285,10;12;11;12;11;10;9
305,5,5132.9,0.3695,0.6287,0.05,0.4101;0.4342;0.4681;0.5305;0.5826,9;9;10;10;11
306,10,4174.8,0.3752,0.5868,0.05,0.4733;0.3232;0.3600;0.6846;0.5415;0.5972;0.5325;0.4383;0.3871;0.4136,10;8;8;12;10;11;10;9;9;9
307,5,5152.3,0.3745,0.5234,0.05,0.3025;0.3465;0.3801;0.5491;0.3891,8;8;9;11;9
308,3,5518.8,0.3738,0.7055,0.05,0.6649;0.5971;0.3668,12;11;8
309,5,5093.2,0.373,0.7417,0.05,0.5951;0.5637;0.5823;0.4833;0.5674,11;11;11;10;11
310,3,5767.8,0.3681,0.5096,0.05,0.4174;0.4961;0.3115,9;10;8
311,5,4741.4,0.3764,0.6419,0.05,0.4368;0.5865;0.2554;0.4770;0.6175,9;11;7;10;11
312,4,4874.0,0.3715,0.6682,0.05,0.3245;0.4118;0.5455;0.5876,8;9;11;11
313,5,4986.1,0.3715,0.6184,0.05,0.5202;0.3287;0.4023;0.4509;0.6530,10;8;9;9;12
314,3,6116.6,0.3747,0.6226,0.05,0.4788;0.4759;0.4787,10;10;10
315,5,10691.5,0.3761,0.6534,0.05,0.6283;0.4987;0.5610;0.4392;0.2894,12;10;11;9;7
316,4,4780.8,0.3728,0.6795,0.05,0.3534;0.5484;0.5568;0.4257,8;11;11;9
317,5,5148.4,0.3691,0.6686,0.05,0.4367;0.5585;0.5668;0.4041;0.6149,9;11;11;9;11
318,4,4781.1,0.3724,0.6388,0.05,0.3288;0.4478;0.3291;0.6734,8;9;8;12
319,7,4634.8,0.3741,0.5641,0.05,0.5327;0.4340;0.3603;0.4806;0.3236;0.5013;0.4858,10;9;8;10;8;10;10
320,5,5080.1,0.3746,0.67,0.05,0.5028;0.4700;0.3710;0.5459;0.6141,10;10;8;11;11
321,7,5337.9,0.373,0.5347,0.05,0.4923;0.4130;0.4164;0.4843;0.4022;0.3217;0.4471,10;9;9;10;9;8;9
322,5,5208.2,0.3741,0.7338,0.05,0.5060;0.6286;0.6709;0.4709;0.4692,10;12;12;10;10
323,3,5978.9,0.3749,0.5961,0.05,0.4639;0.4354;0.4726,10;9;10
324,5,5047.8,0.3722,0.6591,0.05,0.5299;0.5676;0.5143;0.4588;0.4256,10;11;10;10;9
325,1,5748.8,0.3733,0.6545,0.05,0.5492,11
326,6,5289.8,0.3723,0.678,0.05,0.5454;0.4288;0.6019;0.5692;0.6127;0.4788,11;9;11;11;11;10
327,6,5366.1,0.3677,0.6623,0.05,0.4537;0.3376;0.5336;0.6005;0.6207;0.7157,9;8;10;11;11;13
328,6,5416.3,0.3705,0.5799,0.05,0.4933;0.2851;0.4478;0.4718;0.6307;0.4766,10;7;9;10;12;10
329,3,5999.2,0.3735,0.7755,0.05,0.6768;0.5719;0.5436,12;11;11
330,10,4337.3,0.3718,0.5963,0.05,0.5596;0.5097;0.3488;0.4522;0.5985;0.6194;0.5525;0.4168;0.4323;0.4343,11;10;8;9;11;11;11;9;9;9
331,6,5325.9,0.3687,0.6111,0.05,0.3864;0.4113;0.4942;0.4711;0.4637;0.7670,9;9;10;10;10;13
332,5,5115.4,0.3745,0.7752,0.05,0.4736;0.5685;0.5383;0.6121;0.7032,10;11;10;11;12
333,7,5449.8,0.3744,0.6386,0.05,0.5183;0.4764;0.4795;0.5355;0.5920;0.5339;0.3854,10;10;10;10;11;10;9
334,5,4990.6,0.3703,0.5568,0.05,0.3959;0.2973;0.4527;0.4596;0.5358,9;8;9;10;10
335,1,5706.4,0.3733,0.6812,0.05,0.5712,11
336,14,4410.0,0.3681,0.5649,0.05,0.4020;0.5511;0.6065;0.5628;0.4575;0.4957;0.4650;0.6241;0.5594;0.3122;0.5837;0.5153;0.5756;0.3474,9;11;11;11;9;10;10;11;11;8;11;10;11;8
337,6,5542.6,0.3731,0.7437,0.05,0.4762;0.7067;0.5946;0.6276;0.6828;0.4414,10;12;11;12;12;9
338,5,4599.7,0.37,0.6299,0.05,0.5267;0.6540;0.4252;0.3222;0.4880,10;12;9;8;10
339,1,5813.5,0.3733,0.7162,0.05,0.6001,11
340,3,6144.7,0.3739,0.8155,0.05,0.5259;0.8067;0.5472,10;14;11
341,3,5988.0,0.3728,0.697,0.05,0.5132;0.6708;0.4368,10;12;9
342,3,5602.9,0.3779,0.7732,0.05,0.6245;0.5024;0.6141,11;10;11
343,3,5588.1,0.3737,0.6915,0.05,0.6929;0.5389;0.3655,12;10;8
344,3,5569.0,0.3713,0.4575,0.05,0.4771;0.2915;0.3114,10;7;8
345,5,4953.6,0.3737,0.7307,0.05,0.5642;0.6582;0.4902;0.5193;0.5085,11;12;10;10;10
346,4,5078.1,0.3689,0.6841,0.05,0.4061;0.6329;0.4277;0.4707,9;12;9;10
347,5,5183.7,0.374,0.6329,0.05,0.5638;0.3703;0.4524;0.4951;0.4926,11;8;9;10;10
348,3,6119.8,0.3748,0.715,0.05,0.4836;0.5170;0.6424,10;10;12
349,5,4800.3,0.3727,0.645,0.05,0.5657;0.5842;0.4266;0.3818;0.4761,11;11;9;9;10
350,3,5602.0,0.3722,0.5615,0.05,0.3704;0.5962;0.3480,8;11;8
351,5,4987.4,0.3732,0.6617,0.05,0.4563;0.4591;0.5605;0.5106;0.5075,9;10;11;10;10
352,3,5530.1,0.3724,0.5397,0.05,0.3573;0.5325;0.3737,8;10;8
353,5,5197.6,0.3767,0.5795,0.05,0.3941;0.6191;0.2899;0.3937;0.4439,9;11;7;9;9
354,1,5581.3,0.3691,0.4992,0.05,0.4328,9
355,4,4826.7,0.3691,0.678,0.05,0.4422;0.4640;0.4857;0.5270,9;10;10;10
356,4,4756.2,0.3741,0.7562,0.05,0.5755;0.4611;0.5827;0.4591,11;10;11;10
357,5,5175.9,0.3772,0.824,0.05,0.6246;0.4691;0.6450;0.7133;0.5749,11;10;12;13;11
358,4,5065.4,0.3727,0.7657,0.05,0.5661;0.4394;0.6374;0.4778,11;9;12;10
359,4,5114.0,0.3732,0.74,0.05,0.6225;0.4404;0.4855;0.4952,11;9;10;10
360,4,4728.7,0.3752,0.7659,0.05,0.5438;0.4769;0.5019;0.5710,11;10;10;11
361,22,6003.0,0.3723,0.435,0.05,0.4740;0.4901;0.3779;0.3570;0.3698;0.5999;0.4371;0.4432;0.5044;0.5143;0.3035;0.3478;0.4015;0.4720;0.5247;0.6166;0.4808;0.5383;0.5050;0.5425;0.4138;0.3833,10;10;9;8;8;11;9;9;10;10;8;8;9;10;10;11;10;10;10;11;9;9
362,5,4927.9,0.3723,0.618,0.05,0.3412;0.5426;0.5442;0.3287;0.5869,8;11;11;8;11
363,4,4994.2,0.3692,0.6691,0.05,0.4112;0.5973;0.4830;0.3999,9;11;10;9
364,4,4709.2,0.3737,0.8726,0.05,0.7063;0.5583;0.6081;0.5268,12;11;11;10
365,4,4803.5,0.3717,0.6977,0.05,0.3889;0.4405;0.6224;0.4947,9;9;11;10
366,4,4714.4,0.3698,0.7967,0.05,0.7099;0.4156;0.5032;0.6111,13;9;10;11
367,4,4989.5,0.3735,0.9105,0.05,0.6546;0.6217;0.5098;0.7205,12;11;10;13
368,4,4846.1,0.371,0.6422,0.05,0.3105;0.5037;0.4101;0.5776,8;10;9;11
369,4,5045.0,0.3732,0.6641,0.05,0.5415;0.4598;0.4894;0.3447,10;10;10;8
370,18,5906.8,0.3687,0.4628,0.05,0.4054;0.4258;0.5011;0.4280;0.6144;0.5442;0.4516;0.4600;0.4554;0.4858;0.4379;0.5204;0.3367;0.4200;0.4551;0.5885;0.3897;0.5426,9;9;10;9;11;11;9;10;9;10;9;10;8;9;9;11;9;11
371,5,5190.8,0.3739,0.7133,0.05,0.5311;0.6250;0.3941;0.6522;0.4725,10;11;9;12;10
372,3,6043.6,0.3691,0.6548,0.05,0.3858;0.6505;0.5231,9;12;10
373,3,5598.5,0.3726,0.6172,0.05,0.3979;0.4541;0.5888,9;9;11
374,3,5912.5,0.3729,0.6208,0.05,0.5864;0.3869;0.4711,11;9;10
375,5,5147.5,0.3725,0.6747,0.05,0.6581;0.4501;0.7035;0.3852;0.3516,12;9;12;9;8
376,3,5958.3,0.3714,0.4948,0.05,0.3282;0.3785;0.4610,8;9;10
377,5,5271.9,0.3728,0.7313,0.05,0.5947;0.6565;0.5516;0.5238;0.4297,11;12;11;10;9
378,3,6133.9,0.3735,0.7866,0.05,0.6285;0.6009;0.5890,12;11;11
379,3,6011.3,0.3691,0.6635,0.05,0.4446;0.6254;0.5095,9;12;10
380,3,5779.4,0.3744,0.6838,0.05,0.5017;0.5834;0.4905,10;11;10
381,5,5065.8,0.3747,0.6106,0.05,0.5328;0.4417;0.4166;0.5542;0.3368,10;9;9;11;8
382,7,5099.4,0.3736,0.5396,0.05,0.3479;0.4510;0.5344;0.4128;0.4606;0.2810;0.5062,8;9;10;9;10;7;10
383,5,5155.2,0.3727,0.6112,0.05,0.7173;0.4104;0.4239;0.3278;0.4264,13;9;9;8;9
384,4,4741.2,0.3743,0.8241,0.05,0.7170;0.4632;0.5305;0.5491,13;10;10;11
385,4,4765.1,0.373,0.8518,0.05,0.4785;0.7442;0.4544;0.6765,10;13;9;12
386,4,4840.0,0.3692,0.7049,0.05,0.6301;0.3955;0.5111;0.4539,12;9;10;9
387,5,5056.0,0.37,0.654,0.05,0.5395;0.3265;0.4742;0.5582;0.6148,10;8;10;11;11
388,4,5037.6,0.372,0.6462,0.05,0.6458;0.3836;0.3756;0.3925,12;9;9;9
389,20,5743.6,0.3722,0.4861,0.05,0.5884;0.4562;0.4690;0.5079;0.3197;0.4670;0.4776;0.4724;0.3807;0.3818;0.5331;0.5182;0.7047;0.4358;0.6090;0.3424;0.5773;0.5762;0.6170;0.4202,11;9;10;10;8;10;10;10;9;9;10;10;12;9;11;8;11;11;11;9
390,6,5479.3,0.3746,0.5859,0.05,0.5181;0.3644;0.3703;0.4934;0.4557;0.5616,10;8;8;10;9;11
391,4,4913.1,0.3735,0.9271,0.05,0.7350;0.5654;0.6369;0.6134,13;11;12;11
392,4,5061.3,0.3736,0.8302,0.05,0.4837;0.7041;0.4835;0.6161,10;12;10;11
393,4,5014.5,0.3716,0.7181,0.05,0.3559;0.4407;0.6526;0.5566,8;9;12;11
394,4,4825.8,0.3692,0.772,0.05,0.4442;0.5187;0.7263;0.4907,9;10;13;10
395,4,5043.2,0.3708,0.7016,0.05,0.6003;0.5246;0.4838;0.3540,11;10;10;8
396,4,5066.1,0.3739,0.6801,0.05,0.4769;0.4622;0.3935;0.5417,10;10;9;11
397,4,4643.9,0.3725,0.8505,0.05,0.5519;0.5513;0.6429;0.6101,11;11;12;11
398,4,5014.1,0.3743,0.5626,0.05,0.4743;0.3053;0.3314;0.4396,10;8;8;9
399,4,4895.2,0.3739,0.6688,0.05,0.2567;0.5464;0.5880;0.4551,7;11;11;9
